對獎日期,開獎號碼,預測開獎號碼範圍,對中的號碼數量,對中的號碼
['2021/1/6'],[10 12 29 32 36],"[20, 2, 14, 8, 39]",0,
['2021/1/7'],[ 7 13 22 23 30],"[20, 2, 14, 8, 39]",0,
['2021/1/8'],[ 9 13 26 34 36],"[20, 2, 14, 8, 39]",0,
['2021/1/9'],[10 13 24 36 37],"[20, 2, 14, 8, 39]",0,
['2021/1/11'],[ 3  7 14 26 38],"[20, 2, 14, 8, 39]",1,{14}
['2021/1/12'],[ 9 11 19 36 39],"[20, 2, 14, 8, 39]",1,{39}
['2021/1/13'],[ 6  9 17 24 38],"[20, 2, 14, 8, 39]",0,
['2021/1/14'],[16 20 21 30 31],"[20, 2, 14, 8, 39]",1,{20}
['2021/1/15'],[ 6  8 16 19 23],"[20, 2, 14, 8, 39]",1,{8}
['2021/1/16'],[ 3 10 23 26 37],"[20, 2, 14, 8, 39]",0,
['2021/1/18'],[ 1  3 16 17 39],"[20, 2, 14, 8, 39]",1,{39}
['2021/1/19'],[ 5  9 16 21 35],"[20, 2, 14, 8, 39]",0,
['2021/1/20'],[ 3 10 11 13 19],"[20, 2, 14, 8, 39]",0,
['2021/1/21'],[ 1  6  7 21 23],"[20, 2, 14, 8, 39]",0,
['2021/1/22'],[15 17 19 28 29],"[20, 2, 14, 8, 39]",0,
['2021/1/23'],[23 26 34 35 36],"[20, 2, 14, 8, 39]",0,
['2021/1/25'],[13 16 23 37 39],"[20, 2, 14, 8, 39]",1,{39}
['2021/1/26'],[12 20 23 31 37],"[20, 2, 14, 8, 39]",1,{20}
['2021/1/27'],[ 1  2 17 18 35],"[20, 2, 14, 8, 39]",1,{2}
['2021/1/28'],[14 16 20 30 37],"[20, 2, 14, 8, 39]",2,"{20, 14}"
['2021/1/29'],[16 20 21 22 26],"[20, 2, 14, 8, 39]",1,{20}
['2021/1/30'],[ 5 13 23 26 27],"[20, 2, 14, 8, 39]",0,
['2021/2/1'],[ 6 12 17 28 36],"[20, 2, 14, 8, 39]",0,
['2021/2/2'],[ 4 24 25 34 37],"[20, 2, 14, 8, 39]",0,
['2021/2/3'],[ 1  5 12 18 30],"[20, 2, 14, 8, 39]",0,
['2021/2/4'],[ 1  5 12 15 26],"[20, 2, 14, 8, 39]",0,
['2021/2/5'],[20 23 26 27 38],"[20, 2, 14, 8, 39]",1,{20}
['2021/2/6'],[ 3  7 14 20 34],"[20, 2, 14, 8, 39]",2,"{20, 14}"
['2021/2/8'],[ 1  2 20 23 26],"[20, 2, 14, 8, 39]",2,"{2, 20}"
['2021/2/9'],[ 3 12 14 18 34],"[20, 2, 14, 8, 39]",1,{14}
['2021/2/10'],[16 18 23 32 38],"[20, 2, 14, 8, 39]",0,
['2021/2/11'],[ 1  8  9 17 22],"[20, 2, 14, 8, 39]",1,{8}
['2021/2/12'],[ 3 13 20 27 28],"[20, 2, 14, 8, 39]",1,{20}
['2021/2/13'],[ 5 18 21 22 27],"[20, 2, 14, 8, 39]",0,
['2021/2/15'],[ 6  7 19 20 26],"[20, 2, 14, 8, 39]",1,{20}
['2021/2/16'],[10 19 22 24 26],"[20, 2, 14, 8, 39]",0,
['2021/2/17'],[ 1 17 20 27 30],"[20, 2, 14, 8, 39]",1,{20}
['2021/2/18'],[ 1 14 19 27 28],"[20, 2, 14, 8, 39]",1,{14}
['2021/2/19'],[ 9 19 35 37 38],"[20, 2, 14, 8, 39]",0,
['2021/2/20'],[ 5  8 10 23 30],"[20, 2, 14, 8, 39]",1,{8}
['2021/2/22'],[ 4 16 21 32 33],"[20, 2, 14, 8, 39]",0,
['2021/2/23'],[ 1  7 26 29 34],"[20, 2, 14, 8, 39]",0,
['2021/2/24'],[ 6 14 19 24 37],"[20, 2, 14, 8, 39]",1,{14}
['2021/2/25'],[ 9 10 14 22 38],"[20, 2, 14, 8, 39]",1,{14}
['2021/2/26'],[ 1  8  9 18 27],"[20, 2, 14, 8, 39]",1,{8}
['2021/2/27'],[21 25 27 32 39],"[20, 2, 14, 8, 39]",1,{39}
['2021/3/1'],[13 32 34 36 38],"[20, 2, 14, 8, 39]",0,
['2021/3/2'],[ 5 10 23 25 39],"[20, 2, 14, 8, 39]",1,{39}
['2021/3/3'],[ 5 10 15 16 21],"[20, 2, 14, 8, 39]",0,
['2021/3/4'],[ 7 10 16 19 24],"[20, 2, 14, 8, 39]",0,
['2021/3/5'],[ 4  6 31 36 37],"[20, 2, 14, 8, 39]",0,
['2021/3/6'],[ 5 10 11 12 26],"[20, 2, 14, 8, 39]",0,
['2021/3/8'],[13 17 18 24 28],"[20, 2, 14, 8, 39]",0,
['2021/3/9'],[ 1  4 11 23 32],"[20, 2, 14, 8, 39]",0,
['2021/3/10'],[ 1  5 19 22 26],"[20, 2, 14, 8, 39]",0,
['2021/3/11'],[ 4  9 13 27 28],"[20, 2, 14, 8, 39]",0,
['2021/3/12'],[ 7 25 33 35 37],"[20, 2, 14, 8, 39]",0,
['2021/3/13'],[21 31 32 35 36],"[20, 2, 14, 8, 39]",0,
['2021/3/15'],[ 7 11 13 25 39],"[20, 2, 14, 8, 39]",1,{39}
['2021/3/16'],[ 3  8 14 18 32],"[20, 2, 14, 8, 39]",2,"{8, 14}"
['2021/3/17'],[ 1  7 10 23 29],"[20, 2, 14, 8, 39]",0,
['2021/3/18'],[11 21 30 32 38],"[20, 2, 14, 8, 39]",0,
['2021/3/19'],[ 4 10 17 27 36],"[20, 2, 14, 8, 39]",0,
['2021/3/20'],[11 18 22 28 35],"[20, 2, 14, 8, 39]",0,
['2021/3/22'],[ 1 11 17 29 34],"[20, 2, 14, 8, 39]",0,
['2021/3/23'],[10 14 19 20 35],"[20, 2, 14, 8, 39]",2,"{20, 14}"
['2021/3/24'],[ 3  8 13 23 26],"[20, 2, 14, 8, 39]",1,{8}
['2021/3/25'],[ 8 12 22 33 35],"[20, 2, 14, 8, 39]",1,{8}
['2021/3/26'],[ 7  9 11 22 32],"[20, 2, 14, 8, 39]",0,
['2021/3/27'],[ 1  5 10 30 31],"[20, 2, 14, 8, 39]",0,
['2021/3/29'],[10 12 15 32 35],"[20, 2, 14, 8, 39]",0,
['2021/3/30'],[10 14 15 36 38],"[20, 2, 14, 8, 39]",1,{14}
['2021/3/31'],[10 12 23 34 38],"[20, 2, 14, 8, 39]",0,
['2021/4/1'],[ 2  9 20 25 35],"[20, 2, 14, 8, 39]",2,"{2, 20}"
['2021/4/2'],[24 28 31 33 36],"[20, 2, 14, 8, 39]",0,
['2021/4/3'],[ 6  8 12 23 25],"[20, 2, 14, 8, 39]",1,{8}
['2021/4/5'],[ 1 17 25 36 38],"[20, 2, 14, 8, 39]",0,
['2021/4/6'],[10 12 17 29 35],"[20, 2, 14, 8, 39]",0,
['2021/4/7'],[ 1 10 24 35 38],"[20, 2, 14, 8, 39]",0,
['2021/4/8'],[ 2  7  9 29 35],"[20, 2, 14, 8, 39]",1,{2}
['2021/4/9'],[ 6 16 20 25 34],"[20, 2, 14, 8, 39]",1,{20}
['2021/4/10'],[ 2  4 18 20 34],"[20, 2, 14, 8, 39]",2,"{2, 20}"
['2021/4/12'],[17 22 34 37 39],"[20, 2, 14, 8, 39]",1,{39}
['2021/4/13'],[ 6 11 13 22 23],"[20, 2, 14, 8, 39]",0,
['2021/4/14'],[ 3  8 12 20 33],"[20, 2, 14, 8, 39]",2,"{8, 20}"
['2021/4/15'],[ 6  7 17 25 37],"[20, 2, 14, 8, 39]",0,
['2021/4/16'],[ 2  7 21 22 28],"[20, 2, 14, 8, 39]",1,{2}
['2021/4/17'],[ 7  8 23 25 31],"[20, 2, 14, 8, 39]",1,{8}
['2021/4/19'],[ 1  4  9 29 39],"[20, 2, 14, 8, 39]",1,{39}
['2021/4/20'],[16 20 23 24 35],"[20, 2, 14, 8, 39]",1,{20}
['2021/4/21'],[ 4 19 29 37 39],"[20, 2, 14, 8, 39]",1,{39}
['2021/4/22'],[ 5  7  8 25 26],"[20, 2, 14, 8, 39]",1,{8}
['2021/4/23'],[ 2  8 16 22 28],"[20, 2, 14, 8, 39]",2,"{8, 2}"
['2021/4/24'],[ 5  6 10 11 13],"[20, 2, 14, 8, 39]",0,
['2021/4/26'],[ 1  5 16 17 21],"[20, 2, 14, 8, 39]",0,
['2021/4/27'],[12 22 24 31 35],"[20, 2, 14, 8, 39]",0,
['2021/4/28'],[ 7 12 16 22 23],"[20, 2, 14, 8, 39]",0,
['2021/4/29'],[ 8 10 23 32 35],"[20, 2, 14, 8, 39]",1,{8}
['2021/4/30'],[ 7 17 21 32 35],"[20, 2, 14, 8, 39]",0,
['2021/5/1'],[12 13 19 20 31],"[20, 2, 14, 8, 39]",1,{20}
['2021/5/3'],[ 4 13 15 29 32],"[20, 2, 14, 8, 39]",0,
['2021/5/4'],[20 21 23 36 39],"[20, 2, 14, 8, 39]",2,"{20, 39}"
['2021/5/5'],[ 8 19 27 29 39],"[20, 2, 14, 8, 39]",2,"{8, 39}"
['2021/5/6'],[ 3  7 13 21 22],"[20, 2, 14, 8, 39]",0,
['2021/5/7'],[ 6  7  8 17 33],"[20, 2, 14, 8, 39]",1,{8}
['2021/5/8'],[19 23 26 31 34],"[20, 2, 14, 8, 39]",0,
['2021/5/10'],[14 15 17 28 37],"[20, 2, 14, 8, 39]",1,{14}
['2021/5/11'],[11 15 17 31 36],"[20, 2, 14, 8, 39]",0,
['2021/5/12'],[ 8 14 17 21 30],"[20, 2, 14, 8, 39]",2,"{8, 14}"
['2021/5/13'],[13 16 17 25 37],"[20, 2, 14, 8, 39]",0,
['2021/5/14'],[10 28 29 31 36],"[20, 2, 14, 8, 39]",0,
['2021/5/15'],[ 2  7 28 31 39],"[20, 2, 14, 8, 39]",2,"{2, 39}"
['2021/5/17'],[ 3 15 27 33 36],"[20, 2, 14, 8, 39]",0,
['2021/5/18'],[ 9 12 18 27 37],"[20, 2, 14, 8, 39]",0,
['2021/5/19'],[ 5  8 17 27 36],"[20, 2, 14, 8, 39]",1,{8}
['2021/5/20'],[13 30 31 35 37],"[20, 2, 14, 8, 39]",0,
['2021/5/21'],[ 4  9 33 34 38],"[20, 2, 14, 8, 39]",0,
['2021/5/22'],[ 6 14 22 23 31],"[20, 2, 14, 8, 39]",1,{14}
['2021/5/24'],[12 14 23 24 36],"[20, 2, 14, 8, 39]",1,{14}
['2021/5/25'],[ 3 14 25 33 37],"[20, 2, 14, 8, 39]",1,{14}
['2021/5/26'],[ 6  7 30 32 36],"[20, 2, 14, 8, 39]",0,
['2021/5/27'],[21 24 26 29 32],"[20, 2, 14, 8, 39]",0,
['2021/5/28'],[23 24 32 35 38],"[20, 2, 14, 8, 39]",0,
['2021/5/29'],[ 1 11 19 27 38],"[20, 2, 14, 8, 39]",0,
['2021/5/31'],[18 23 31 32 35],"[20, 2, 14, 8, 39]",0,
['2021/6/1'],[ 4  6 30 32 35],"[20, 2, 14, 8, 39]",0,
['2021/6/2'],[ 4 19 29 33 37],"[20, 2, 14, 8, 39]",0,
['2021/6/3'],[ 1 11 14 29 36],"[20, 2, 14, 8, 39]",1,{14}
['2021/6/4'],[ 6 12 13 15 39],"[20, 2, 14, 8, 39]",1,{39}
['2021/6/5'],[ 1  3 10 17 24],"[20, 2, 14, 8, 39]",0,
['2021/6/7'],[ 6 12 15 20 39],"[20, 2, 14, 8, 39]",2,"{20, 39}"
['2021/6/8'],[ 3  8 19 22 38],"[20, 2, 14, 8, 39]",1,{8}
['2021/6/9'],[ 3  5  7 11 16],"[20, 2, 14, 8, 39]",0,
['2021/6/10'],[ 1 13 14 22 33],"[20, 2, 14, 8, 39]",1,{14}
['2021/6/11'],[ 3 18 22 27 33],"[20, 2, 14, 8, 39]",0,
['2021/6/12'],[ 3  4 13 17 25],"[20, 2, 14, 8, 39]",0,
['2021/6/14'],[17 25 27 33 35],"[20, 2, 14, 8, 39]",0,
['2021/6/15'],[14 17 27 32 36],"[20, 2, 14, 8, 39]",1,{14}
['2021/6/16'],[ 7 17 18 21 27],"[20, 2, 14, 8, 39]",0,
['2021/6/17'],[ 8 28 31 36 39],"[20, 2, 14, 8, 39]",2,"{8, 39}"
['2021/6/18'],[11 13 20 29 33],"[20, 2, 14, 8, 39]",1,{20}
['2021/6/19'],[ 1 12 33 36 39],"[20, 2, 14, 8, 39]",1,{39}
['2021/6/21'],[ 4 10 12 36 37],"[20, 2, 14, 8, 39]",0,
['2021/6/22'],[ 3 11 31 32 39],"[20, 2, 14, 8, 39]",1,{39}
['2021/6/23'],[ 6 12 14 28 35],"[20, 2, 14, 8, 39]",1,{14}
['2021/6/24'],[ 5 29 31 35 36],"[20, 2, 14, 8, 39]",0,
['2021/6/25'],[ 4 12 17 20 23],"[20, 2, 14, 8, 39]",1,{20}
['2021/6/26'],[17 26 31 32 35],"[20, 2, 14, 8, 39]",0,
['2021/6/28'],[ 6 17 29 33 39],"[20, 2, 14, 8, 39]",1,{39}
['2021/6/29'],[ 6  9 15 17 24],"[20, 2, 14, 8, 39]",0,
['2021/6/30'],[ 4  6 26 28 39],"[20, 2, 14, 8, 39]",1,{39}
['2021/7/1'],[19 20 28 31 38],"[20, 2, 14, 8, 39]",1,{20}
['2021/7/2'],[ 2  5  7 26 32],"[20, 2, 14, 8, 39]",1,{2}
['2021/7/3'],[ 8 20 23 27 29],"[20, 2, 14, 8, 39]",2,"{8, 20}"
['2021/7/5'],[ 1 20 24 32 35],"[20, 2, 14, 8, 39]",1,{20}
['2021/7/6'],[10 11 19 21 39],"[20, 2, 14, 8, 39]",1,{39}
['2021/7/7'],[ 1 11 17 25 29],"[20, 2, 14, 8, 39]",0,
['2021/7/8'],[22 23 27 35 37],"[20, 2, 14, 8, 39]",0,
['2021/7/9'],[12 13 15 30 37],"[20, 2, 14, 8, 39]",0,
['2021/7/10'],[ 9 26 28 35 38],"[20, 2, 14, 8, 39]",0,
['2021/7/12'],[ 4  7 17 29 37],"[20, 2, 14, 8, 39]",0,
['2021/7/13'],[10 15 18 24 25],"[20, 2, 14, 8, 39]",0,
['2021/7/14'],[ 1 12 14 18 26],"[20, 2, 14, 8, 39]",1,{14}
['2021/7/15'],[ 7 15 23 25 31],"[20, 2, 14, 8, 39]",0,
['2021/7/16'],[ 2  7 17 18 26],"[20, 2, 14, 8, 39]",1,{2}
['2021/7/17'],[ 2 16 21 31 37],"[20, 2, 14, 8, 39]",1,{2}
['2021/7/19'],[ 6  7  8  9 30],"[20, 2, 14, 8, 39]",1,{8}
['2021/7/20'],[ 9 14 22 36 38],"[20, 2, 14, 8, 39]",1,{14}
['2021/7/21'],[ 9 16 24 32 38],"[20, 2, 14, 8, 39]",0,
['2021/7/22'],[ 1  9 16 32 38],"[20, 2, 14, 8, 39]",0,
['2021/7/23'],[10 17 18 20 28],"[20, 2, 14, 8, 39]",1,{20}
['2021/7/24'],[ 1  8 12 17 31],"[20, 2, 14, 8, 39]",1,{8}
['2021/7/26'],[ 1  5  8 16 38],"[20, 2, 14, 8, 39]",1,{8}
['2021/7/27'],[ 3  5 27 30 35],"[20, 2, 14, 8, 39]",0,
['2021/7/28'],[ 6 12 17 18 24],"[20, 2, 14, 8, 39]",0,
['2021/7/29'],[13 20 21 23 25],"[20, 2, 14, 8, 39]",1,{20}
['2021/7/30'],[ 6  9 17 27 30],"[20, 2, 14, 8, 39]",0,
['2021/7/31'],[ 4  5 17 33 35],"[20, 2, 14, 8, 39]",0,
['2021/8/2'],[ 4 24 25 28 33],"[20, 2, 14, 8, 39]",0,
['2021/8/3'],[ 5  9 24 25 36],"[20, 2, 14, 8, 39]",0,
['2021/8/4'],[10 20 32 34 39],"[20, 2, 14, 8, 39]",2,"{20, 39}"
['2021/8/5'],[ 4  6 25 27 29],"[20, 2, 14, 8, 39]",0,
['2021/8/6'],[ 4  7 11 18 19],"[20, 2, 14, 8, 39]",0,
['2021/8/7'],[ 2  4  8 11 22],"[20, 2, 14, 8, 39]",2,"{8, 2}"
['2021/8/9'],[ 9 12 18 22 38],"[20, 2, 14, 8, 39]",0,
['2021/8/10'],[ 8 22 23 29 31],"[20, 2, 14, 8, 39]",1,{8}
['2021/8/11'],[17 20 28 30 38],"[20, 2, 14, 8, 39]",1,{20}
['2021/8/12'],[ 1  3  7 19 30],"[20, 2, 14, 8, 39]",0,
['2021/8/13'],[ 5 25 27 35 37],"[20, 2, 14, 8, 39]",0,
['2021/8/14'],[ 3  8 18 30 37],"[20, 2, 14, 8, 39]",1,{8}
['2021/8/16'],[ 7 10 16 24 34],"[20, 2, 14, 8, 39]",0,
['2021/8/17'],[ 3 17 19 35 37],"[20, 2, 14, 8, 39]",0,
['2021/8/18'],[10 11 15 16 36],"[20, 2, 14, 8, 39]",0,
['2021/8/19'],[ 8 12 19 26 38],"[20, 2, 14, 8, 39]",1,{8}
['2021/8/20'],[ 1  5 10 31 38],"[20, 2, 14, 8, 39]",0,
['2021/8/21'],[18 24 29 31 33],"[20, 2, 14, 8, 39]",0,
['2021/8/23'],[ 6 11 24 29 37],"[20, 2, 14, 8, 39]",0,
['2021/8/24'],[ 8 17 20 24 27],"[20, 2, 14, 8, 39]",2,"{8, 20}"
['2021/8/25'],[14 15 26 31 34],"[20, 2, 14, 8, 39]",1,{14}
['2021/8/26'],[ 3 11 32 36 39],"[20, 2, 14, 8, 39]",1,{39}
['2021/8/27'],[ 3 18 23 32 33],"[20, 2, 14, 8, 39]",0,
['2021/8/28'],[ 2  5 12 32 37],"[20, 2, 14, 8, 39]",1,{2}
['2021/8/30'],[ 2 14 24 36 39],"[20, 2, 14, 8, 39]",3,"{2, 14, 39}"
['2021/8/31'],[ 4 15 28 29 35],"[20, 2, 14, 8, 39]",0,
['2021/9/1'],[ 7 12 18 19 39],"[20, 2, 14, 8, 39]",1,{39}
['2021/9/2'],[ 4 20 27 29 35],"[20, 2, 14, 8, 39]",1,{20}
['2021/9/3'],[ 2  8 28 37 38],"[20, 2, 14, 8, 39]",2,"{8, 2}"
['2021/9/4'],[ 8 15 27 33 35],"[20, 2, 14, 8, 39]",1,{8}
['2021/9/6'],[ 4  9 22 26 39],"[20, 2, 14, 8, 39]",1,{39}
['2021/9/7'],[ 1  7 15 17 38],"[20, 2, 14, 8, 39]",0,
['2021/9/8'],[ 4  7 12 28 37],"[20, 2, 14, 8, 39]",0,
['2021/9/9'],[ 4 12 20 23 27],"[20, 2, 14, 8, 39]",1,{20}
['2021/9/10'],[ 3  8 17 25 39],"[20, 2, 14, 8, 39]",2,"{8, 39}"
['2021/9/11'],[ 4  6 12 14 25],"[20, 2, 14, 8, 39]",1,{14}
['2021/9/13'],[ 3  6  9 32 39],"[20, 2, 14, 8, 39]",1,{39}
['2021/9/14'],[ 2  6 17 19 38],"[20, 2, 14, 8, 39]",1,{2}
['2021/9/15'],[ 1  3  6 19 32],"[20, 2, 14, 8, 39]",0,
['2021/9/16'],[ 7 12 16 19 33],"[20, 2, 14, 8, 39]",0,
['2021/9/17'],[ 1 17 23 30 34],"[20, 2, 14, 8, 39]",0,
['2021/9/18'],[ 1  5 12 22 34],"[20, 2, 14, 8, 39]",0,
['2021/9/20'],[10 11 31 35 39],"[20, 2, 14, 8, 39]",1,{39}
['2021/9/21'],[10 18 29 31 34],"[20, 2, 14, 8, 39]",0,
['2021/9/22'],[15 18 19 20 35],"[20, 2, 14, 8, 39]",1,{20}
['2021/9/23'],[ 5 12 22 32 36],"[20, 2, 14, 8, 39]",0,
['2021/9/24'],[ 2  3 30 33 34],"[20, 2, 14, 8, 39]",1,{2}
['2021/9/25'],[ 4 15 16 23 30],"[20, 2, 14, 8, 39]",0,
['2021/9/27'],[ 1 14 28 29 30],"[20, 2, 14, 8, 39]",1,{14}
['2021/9/28'],[ 3  9 28 32 35],"[20, 2, 14, 8, 39]",0,
['2021/9/29'],[ 2  3 11 19 38],"[20, 2, 14, 8, 39]",1,{2}
['2021/9/30'],[ 6  7 19 23 35],"[20, 2, 14, 8, 39]",0,
['2021/10/1'],[ 1 10 19 28 37],"[20, 2, 14, 8, 39]",0,
['2021/10/2'],[ 9 15 19 20 25],"[20, 2, 14, 8, 39]",1,{20}
['2021/10/4'],[22 26 30 31 37],"[20, 2, 14, 8, 39]",0,
['2021/10/5'],[ 5 24 25 30 39],"[20, 2, 14, 8, 39]",1,{39}
['2021/10/6'],[ 4  8 13 18 22],"[20, 2, 14, 8, 39]",1,{8}
['2021/10/7'],[15 16 26 28 38],"[20, 2, 14, 8, 39]",0,
['2021/10/8'],[21 23 27 36 37],"[20, 2, 14, 8, 39]",0,
['2021/10/9'],[ 6 13 20 30 36],"[20, 2, 14, 8, 39]",1,{20}
['2021/10/11'],[ 6 18 24 26 30],"[20, 2, 14, 8, 39]",0,
['2021/10/12'],[ 2 16 22 24 29],"[20, 2, 14, 8, 39]",1,{2}
['2021/10/13'],[ 1  5 11 17 31],"[20, 2, 14, 8, 39]",0,
['2021/10/14'],[ 4  5 11 16 33],"[20, 2, 14, 8, 39]",0,
['2021/10/15'],[ 1 29 35 38 39],"[20, 2, 14, 8, 39]",1,{39}
['2021/10/16'],[11 12 25 28 30],"[20, 2, 14, 8, 39]",0,
['2021/10/18'],[ 2  8  9 18 28],"[20, 2, 14, 8, 39]",2,"{8, 2}"
['2021/10/19'],[10 11 20 22 34],"[20, 2, 14, 8, 39]",1,{20}
['2021/10/20'],[11 21 24 31 32],"[20, 2, 14, 8, 39]",0,
['2021/10/21'],[ 1  4 11 34 36],"[20, 2, 14, 8, 39]",0,
['2021/10/22'],[ 6 21 25 29 36],"[20, 2, 14, 8, 39]",0,
['2021/10/23'],[ 4 13 22 24 34],"[20, 2, 14, 8, 39]",0,
['2021/10/25'],[ 2 14 27 31 36],"[20, 2, 14, 8, 39]",2,"{2, 14}"
['2021/10/26'],[ 6 10 32 34 39],"[20, 2, 14, 8, 39]",1,{39}
['2021/10/27'],[13 20 23 30 33],"[20, 2, 14, 8, 39]",1,{20}
['2021/10/28'],[14 18 20 23 39],"[20, 2, 14, 8, 39]",3,"{20, 14, 39}"
['2021/10/29'],[ 3  9 21 33 35],"[20, 2, 14, 8, 39]",0,
['2021/10/30'],[17 26 27 33 34],"[20, 2, 14, 8, 39]",0,
['2021/11/1'],[ 7 12 18 25 33],"[20, 2, 14, 8, 39]",0,
['2021/11/2'],[ 2 19 22 35 38],"[20, 2, 14, 8, 39]",1,{2}
['2021/11/3'],[ 1 12 21 25 32],"[20, 2, 14, 8, 39]",0,
['2021/11/4'],[ 5 15 21 32 34],"[20, 2, 14, 8, 39]",0,
['2021/11/5'],[ 9 11 14 28 30],"[20, 2, 14, 8, 39]",1,{14}
['2021/11/6'],[ 2 13 24 25 32],"[20, 2, 14, 8, 39]",1,{2}
['2021/11/8'],[ 6 13 15 18 26],"[20, 2, 14, 8, 39]",0,
['2021/11/9'],[13 23 25 27 34],"[20, 2, 14, 8, 39]",0,
['2021/11/10'],[ 5  9 17 24 26],"[20, 2, 14, 8, 39]",0,
['2021/11/11'],[13 15 17 18 35],"[20, 2, 14, 8, 39]",0,
['2021/11/12'],[ 2 19 25 32 34],"[20, 2, 14, 8, 39]",1,{2}
['2021/11/13'],[ 1  2  8 26 37],"[20, 2, 14, 8, 39]",2,"{8, 2}"
['2021/11/15'],[ 2 20 25 32 35],"[20, 2, 14, 8, 39]",2,"{2, 20}"
['2021/11/16'],[ 1  4  7 20 32],"[20, 2, 14, 8, 39]",1,{20}
['2021/11/17'],[ 4 12 17 22 24],"[20, 2, 14, 8, 39]",0,
['2021/11/18'],[ 3 15 22 32 38],"[20, 2, 14, 8, 39]",0,
['2021/11/19'],[21 24 25 26 36],"[20, 2, 14, 8, 39]",0,
['2021/11/20'],[ 8 11 23 32 36],"[20, 2, 14, 8, 39]",1,{8}
['2021/11/22'],[ 3  5 19 20 30],"[20, 2, 14, 8, 39]",1,{20}
['2021/11/23'],[23 27 28 35 36],"[20, 2, 14, 8, 39]",0,
['2021/11/24'],[ 4 10 17 24 26],"[20, 2, 14, 8, 39]",0,
['2021/11/25'],[10 14 16 20 24],"[20, 2, 14, 8, 39]",2,"{20, 14}"
['2021/11/26'],[ 8 19 20 24 34],"[20, 2, 14, 8, 39]",2,"{8, 20}"
['2021/11/27'],[14 15 16 25 28],"[20, 2, 14, 8, 39]",1,{14}
['2021/11/29'],[ 3  5  7 15 17],"[20, 2, 14, 8, 39]",0,
['2021/11/30'],[ 1  5  6  7 24],"[20, 2, 14, 8, 39]",0,
['2021/12/1'],[ 1  7 17 29 36],"[20, 2, 14, 8, 39]",0,
['2021/12/2'],[ 2 17 20 23 39],"[20, 2, 14, 8, 39]",3,"{2, 20, 39}"
['2021/12/3'],[ 2 15 24 26 31],"[20, 2, 14, 8, 39]",1,{2}
['2021/12/4'],[13 14 32 34 36],"[20, 2, 14, 8, 39]",1,{14}
['2021/12/6'],[15 16 21 27 29],"[20, 2, 14, 8, 39]",0,
['2021/12/7'],[ 5  9 23 30 38],"[20, 2, 14, 8, 39]",0,
['2021/12/8'],[ 9 13 25 28 29],"[20, 2, 14, 8, 39]",0,
['2021/12/9'],[ 8 10 11 18 28],"[20, 2, 14, 8, 39]",1,{8}
['2021/12/10'],[ 3  5 21 27 30],"[20, 2, 14, 8, 39]",0,
['2021/12/11'],[ 3 13 16 31 33],"[20, 2, 14, 8, 39]",0,
['2021/12/13'],[ 3 19 34 35 36],"[20, 2, 14, 8, 39]",0,
['2021/12/14'],[11 13 33 34 35],"[20, 2, 14, 8, 39]",0,
['2021/12/15'],[ 1  6 10 19 25],"[20, 2, 14, 8, 39]",0,
['2021/12/16'],[ 4 13 20 28 35],"[20, 2, 14, 8, 39]",1,{20}
['2021/12/17'],[12 18 23 25 36],"[20, 2, 14, 8, 39]",0,
['2021/12/18'],[14 15 21 26 33],"[20, 2, 14, 8, 39]",1,{14}
['2021/12/20'],[ 5  9 18 28 33],"[20, 2, 14, 8, 39]",0,
['2021/12/21'],[21 23 32 34 38],"[20, 2, 14, 8, 39]",0,
['2021/12/22'],[ 3  5 13 16 29],"[20, 2, 14, 8, 39]",0,
['2021/12/23'],[ 6  7 16 18 25],"[20, 2, 14, 8, 39]",0,
['2021/12/24'],[ 8 15 19 29 39],"[20, 2, 14, 8, 39]",2,"{8, 39}"
['2021/12/25'],[ 7 10 20 31 37],"[20, 2, 14, 8, 39]",1,{20}
['2021/12/27'],[ 4  7 10 13 31],"[20, 2, 14, 8, 39]",0,
['2021/12/28'],[14 23 34 35 36],"[20, 2, 14, 8, 39]",1,{14}
['2021/12/29'],[ 2  3 18 23 30],"[20, 2, 14, 8, 39]",1,{2}
['2021/12/30'],[ 8 10 18 20 27],"[20, 2, 14, 8, 39]",2,"{8, 20}"
['2021/12/31'],[ 5 11 17 27 39],"[20, 2, 14, 8, 39]",1,{39}
['2022/1/1'],[ 4  6  7 23 36],"[20, 2, 14, 8, 39]",0,
['2022/1/3'],[ 3  7  9 36 38],"[20, 2, 14, 8, 39]",0,
['2022/1/4'],[ 2  5 11 27 30],"[20, 2, 14, 8, 39]",1,{2}
['2022/1/5'],[ 6 15 18 27 38],"[20, 2, 14, 8, 39]",0,
['2022/1/6'],[ 1 16 22 35 39],"[20, 2, 14, 8, 39]",1,{39}
['2022/1/7'],[12 13 25 26 39],"[20, 2, 14, 8, 39]",1,{39}
['2022/1/8'],[ 2  4 18 30 39],"[20, 2, 14, 8, 39]",2,"{2, 39}"
['2022/1/10'],[ 3  9 10 14 37],"[20, 2, 14, 8, 39]",1,{14}
['2022/1/11'],[ 2 11 17 20 36],"[20, 2, 14, 8, 39]",2,"{2, 20}"
['2022/1/12'],[ 3  7 13 16 28],"[20, 2, 14, 8, 39]",0,
['2022/1/13'],[ 1  5 26 28 39],"[20, 2, 14, 8, 39]",1,{39}
